id,toxic
0,0.21050059072450328
1,0.2691120997618697
2,0.7448421516136804
3,0.15090658436792603
4,0.15738432593197815
5,0.5484675366187518
6,0.13577124566892929
7,0.3318436782340923
8,0.66841735778824
9,0.8296624872270943
10,0.1284193612213999
11,0.7972126003780724
12,0.9864671772347373
13,0.505857172497273
14,0.9016478664878982
15,0.7042322219739281
16,0.3670009878893965
17,0.13527253533622033
18,0.7964907819251213
19,0.7926243882515971
20,0.18326875152792657
21,0.39287963648867624
22,0.1799698540942414
23,0.7483011105908723
24,0.12681841714784015
25,0.9262238203963364
26,0.13218501152297457
27,0.15963087084170258
28,0.8594387667288423
29,0.3724740729669192
30,0.8654428450580869
31,0.12407795522165849
32,0.8547026273591772
33,0.13656032155854542
34,0.15334334571771183
35,0.1374148171694649
36,0.13351861169725007
37,0.13767460015557445
38,0.6034047479493656
39,0.12771320754169316
40,0.24910329652983365
41,0.14712502645848682
42,0.25118800509553363
43,0.7255535504964516
44,0.17678278426051053
45,0.31631661653602566
46,0.23401530846304144
47,0.1681077762273946
48,0.5033601819098079
49,0.5858852478001206
50,0.9157565252474863
51,0.15999026703068692
52,0.9973425217424782
53,0.20704645065730756
54,0.1886519305775701
55,0.16280845768540295
56,0.11848932020292252
57,0.9953272320257318
58,0.13224498706796373
59,0.2624307104109493
60,0.9898067973124152
61,0.16556140458987978
62,0.45816648566808627
63,0.1589485671041415
64,0.994174931891606
65,0.11565095678739414
66,0.11429105446218339
67,0.1519619057845219
68,0.8808508346955168
69,0.46670322100994754
70,0.8391641667366477
71,0.16455127620847504
72,0.9933630394816503
73,0.8325330254686742
74,0.18726261084451745
75,0.14261848963051355
76,0.17395717960564472
77,0.1384023543623529
78,0.9911531926412078
79,0.7457809353658198
80,0.1866607956857702
81,0.7243878527376901
82,0.4291586506321763
83,0.13513571804065627
84,0.7785344119285256
85,0.17112637928228192
86,0.20280866465603817
87,0.10096790030134967
88,0.1360854139090827
89,0.9851264958700457
90,0.14477262013146344
91,0.9816880369383445
92,0.14235121808618215
93,0.6740849759257092
94,0.8222296046491252
95,0.1263203668714221
96,0.6380466431505784
97,0.9983886049558186
98,0.11708126283718127
99,0.1478654960967897
100,0.16352094481372875
101,0.6797202136565274
102,0.1192609355079737
103,0.657754901796933
104,0.7760248058920471
105,0.19231683150110018
106,0.16288583324927164
107,0.14953141401548264
108,0.3640147910688659
109,0.14017318047891641
110,0.12077872254902075
111,0.7270196480389974
112,0.16814606844839192
113,0.796106149670319
114,0.2923334819357226
115,0.8322054133625052
116,0.12453129701416109
117,0.11246197485743978
118,0.14510638956801447
119,0.17796585484761937
120,0.778400463474207
121,0.111701018377698
122,0.2037306034408798
123,0.15927871909696817
124,0.1861699848680275
125,0.7680552846419532
126,0.8888599776316217
127,0.1827236807906294
128,0.8556152053788513
129,0.1659673133484338
130,0.7571492502397266
131,0.794736512734378
132,0.17464602767759402
133,0.6579288749758585
134,0.11313939730515549
135,0.14496481105805695
136,0.13057949520622708
137,0.8665947549033111
138,0.39171654703773884
139,0.1922711093308952
140,0.6672895176390021
141,0.12785481059776985
142,0.3500243562490802
143,0.13725340003621161
144,0.20063161555684722
145,0.6092750466649196
146,0.8850261938562676
147,0.13119972958164328
148,0.13087779946520506
149,0.178685662209413
150,0.7669679493765813
151,0.993264362643526
152,0.19649809231355908
153,0.20379387355702208
154,0.7985110657276486
155,0.43733177251740474
156,0.46415176198039326
157,0.1387277358198827
158,0.15433171594137357
159,0.8332988990299862
160,0.26218536053050473
161,0.1381786425328102
162,0.1664276215709577
163,0.12366518695362858
164,0.1651035187804643
165,0.5925375242183979
166,0.5005320100608246
167,0.12322709353465666
168,0.12171557796264815
169,0.15740117478350563
170,0.17574138105238443
171,0.6893079117664145
172,0.11538923529588348
173,0.14539921134459782
174,0.7213110315108435
175,0.12867444554871013
176,0.13469283758263903
177,0.19287815300077882
178,0.11502024033304946
179,0.8474680533560555
180,0.7979745610582932
181,0.3408854615502889
182,0.12413986153041295
183,0.18965423890053484
184,0.16020284349960645
185,0.8006751187820134
186,0.12593267127463315
187,0.9968408147700354
188,0.1216833466400723
189,0.10258131145332341
190,0.28310062466342145
191,0.2142902122907474
192,0.9852634472457158
193,0.21519196509082342
194,0.4021918118340069
195,0.13164155648978448
196,0.14179613413515424
197,0.9797760898791334
198,0.13075950711230816
199,0.8535299590756737
200,0.7190680718322779
201,0.3354625631058558
202,0.11512605546047971
203,0.3637493541230511
204,0.12787013618298962
205,0.1583773568767779
206,0.6171936268090561
207,0.7058424053801031
208,0.5923878537572216
